Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
'1000000475870365','1000010688583261',patanjali-isabgol-bhusi,Patanjali Isabgol Bhusi                             100 g,"<b>Product Information</b>Isabgol, also called psyllium, is obtained from the seeds of plantago ovata and is very high in dietary fiber. It has a natural gelatinous substance. After you soak it in water, it swells forming an emollient gel. It has laxative properties. Because of this, it helps in a passage of intestine and promotes bowel movement.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-health-care,FALSE,,[],Size,100 g,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/16887148541dc0e639c2.jpeg,1,Patanjali Isabgol Bhusi                             100 g,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870366','1000010688583264',combo-besan-500gm-suji-500gm-wheat-dalia-500gm-rs-10-off,Combo- Besan 500gm+Suji 500gm+Wheat dalia 500gm- Rs 10 Off                             1 kg,"<b>Product Information</b>
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-food-products,FALSE,,[],Size,1 kg,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/1688714853e3ebc84cfe.jpeg,1,Combo- Besan 500gm+Suji 500gm+Wheat dalia 500gm- Rs 10 Off                             1 kg,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870367','1000010688583263',patanjali-special-chyawanprash,Patanjali Special Chyawanprash                             1 kg,"<b>Product Information</b>
<b>Benefits</b>
<b>Ingredients</b>Composition: Each 100 g prepared from: Sugar (Saccharum officinarum, Stem, Crystal) 55.54g. Amla Hara (Emblica officinalis, Fruit, Semi-Solid) 41.65g, Ghrit (Liquid) 4.86g, Keshar (Crocus sativus, Stamen, Stamen) 0.09g, D. M. Water Q.S., Extract derived from the following - Bel Chaal (Aegle marmelos, Bark, Coarse Powder) 0.35g. Arni Mool (Premna integrifolia, Root, Coarse Powder) 0.35g, Shoyank Chaal (Oroxylum indicum, Bark, Coarse Powder) 0.35g, Gambhari Chaal (Gmelina arborea, Bark, Coarse Powder) 0.35g, Padal Chaal (Stereospermum suaveolens, Bark, Coarse Powder) 0.35g, Mugdhpami (Phaseolus trilobus, Whole Plant, Semi- Solid) 0.35g. Massparni (Teramnus labialis, Whole Plant, Coarse Powder) 0.35g. Shalpari (Desmodium gangelicum, Whole Plant, Coarse Powder) 0.35g, Prishniparni (Uraria picta, Whole Plant, Coarse Powder) 0.35g. Pippali (Piper longum, Fruit, Coarse Powder) 0.35g, Gokhru Panchang (Tribulus terrestris, Whole Plant, Coarse Powder) 0.35g, Kateli Badi (Solanum indicum, Whole Plant, Coarse Powder) 0.35g. Kateli Choti (Solanum surattense, Whole Plant, Coarse Powder) 0.35g, Kakda Shingi (Pistacia integerrima, Dried Gall, Coarse Powder) 0.35g, Bhoomi Amla (Phyllanthus niruri, Whole Plant, Coarse Powder) 0.35g, Draksha (Vitis vinifera, Fruit, Coarse Powder 0.35g, Jeevanti (Leptadenia reticulata, Seed, Coarse Powder) 0.35g, Pushkar Mool (Inula racemosa, Root, Sarse Powder) 0.35g. Agar (Aquilaria agallocha, Dried Wood, Coarse Powder) 0.35g, Giloy (Tinospora cordifolia, Stem, Coarse Powder) 0.35g, Harad (Terminalia chebula, Fruit, Coarse Powder) 0.35g, Bala Panchang/Khereti (Sida cordifolia, Whole Plant, Coarse Powder) 0.35g. Ridhi (Habenaria intermedia, Root, Coarse Powder) 0.35g, Vridhi (Habeneria acuminate, Root, Coarse Powder) 0.35g, Jeevak (Malaxis acuminate, Rhizome, Coarse Powder) 0.35g, Rishbhak (Malaxis muscifera, Rhizome, Coarse Powder) 0.35g, Kachur (Curcuma zedoaria, Rhizome, Coarse Powder) 0.35g. Nagar Motha (Cyperus rotundus, Root, Coarse Powder) 0.35g, Punamava (Boerhaavia diffusa, Whole Plant, Coarse Powder) 0.35g, Meda (Polygona tumcirrhifolium, Rhizome, Coarse Powder) 0.35g. Maha Meda (Polygona tumverticillatum, Rhizome, Coarse Powder) 0.35g. Elaichi Choti (Elettaria cardamomum, Fruit, Coarse Powder) 0.35g. Kamal Phool (Nelumbo nucifera, Flower, Coarse Powder) 0.35g, Safed Chandan (Santalum album, Hard Wood, Coarse Powder) 0.35g. Vidharikand (Pueraria tuberosa, Tuberus Root, Coarse Powder) 0.35g. Adusa (Adhatoda vasica, Whole Plant, Coarse Powder) 0.35g, Kakoli (Roscoea alpine, Rhizome, Coarse Powder) 0.35g, Sheerkakoli (Lillium pohyphyllum, Bulb, Coarse Powder) 0.35g. Kagnasha (Martynia diandra, Fruit, Coarse Powder) 0.35g, Prakshep Dravya derived from the following-Pippali (Piper longum, Fruit, Powder) 0.69g, Dal Chini (Cinnamomum zeylanicum, Bark, Powder) 0.02g. Elayachi Choti (Elletaria cardamomum, Fruit, Powder) 0.02g. Tej Patta (Cinnamomum tamala, Leaf, Powder) 0.02g, Nagkesar (Mesua ferrea, Powder) 0.02g, Clove (Syzygium aromaticum, Fruit, Powder) 0.17g, Banshlochan (Bambusa arundinacea, Intemal secretion, Powder) 0.56g, Shukti Bhasma (Powder), 0.56g, Abhrak Bhasma (Powder) 0.69g, Smga Bhasma (Powder) 0.69g, Makardwa) (Powder) 0.17g, Chaandi vark 0.02g
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-health-care,FALSE,,[],Size,1 kg,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/168871485369d5b516e7.jpeg,1,Patanjali Special Chyawanprash                             1 kg,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870368','1000010688583265',patanjali-roasted-vermicelli,Patanjali Roasted Vermicelli                             400 g,"<b>Product Information</b>Patanjali Roasted Vermicelli is a traditional delicacy and is extruded from Hard Wheat Flour and roasted to the desired taste.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-food-products,FALSE,,[],Size,400 g,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/1688714854c5aa3944cf.jpeg,1,Patanjali Roasted Vermicelli                             400 g,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870368','1000010688583266',patanjali-roasted-vermicelli,,,,,,,,,,900 g,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/16887148569a5eb8eeaa.jpeg,2,Patanjali Roasted Vermicelli                             900 g,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000475870368','1000010688583267',patanjali-roasted-vermicelli,,,,,,,,,,200 g,,,,,,0,,,continue,manual,0,0,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000475870369','1000010688583262',patanjali-harad-murabba,Patanjali Harad Murabba                             1 kg,"<b>Product Information</b>Patanjali harad murabba is a natural herbal preparation to balance vata disorders. Harad murabba is made from fresh and organic harad with sugar. Patanjali harad murabba contains several phytochemicals (chemical compounds that occur naturally in plants) constituents, including chebulic acid, gallic acid, ellagic acid, tannic acid, amino acids, flavonoids like luteolin, rutin and quercetin etc. These chemicals give the tree its therapeutic values.
<b>Benefits</b>Patanjali harad murabba is brain tonic with memory improving properties. It is good for eyes. It is good for digestive system and works as a gastric tonic. Due to its laxative properties, it cures constipation. It is an antioxidant that improves body immunity to fight infection. It is also useful in headaches, hair greying, dyspepsia, piles and many digestive system diseases (indigestion, low appetite).Harad murabba has healing properties. It is very effective in curing ulcers and wounds and also helpful to cure eye diseases.
<b>Ingredients</b>Composition:Each 10 g contains:Harad  (Terminalia chebula Retz) 5.5 g,Sugar (Saccharum officinarum) 4.5 g,Preservative: Sodium Benzoate-0.01% &Citric Acid-0.025%
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-food-products,FALSE,,[],Size,1 kg,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/16887148538a9a7454b5.jpeg,1,Patanjali Harad Murabba                             1 kg,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870370','1000010688583268',patanjali-dalia,Patanjali Dalia                             500 g,"<b>Product Information</b>Patanjali dalia is made from good quality wheat. It can be made as both, sweet or salty. Patanjali dalia is perfect food for breakfast & contains natural proteins, vitamins and minerals, providing a wholesome meal to your entire family. It is a good source of dietary fiber and manganese. 
<b>Benefits</b>Patanjali Dalia passes through 22 mesh size sieve which make Patanjali Dalia more uniform in grain size, starchy and full of essential fiber.It is helpful in constipation and pay a vital role to reduce body weight.Good source of manganese is associated with strong bone formation.
<b>Ingredients</b>Broken Wheat 
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-food-products,FALSE,,[],Size,500 g,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/1688714854090129ba99.jpeg,1,Patanjali Dalia                             500 g,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870371','1000010688583269',patanjali-pushtahar-dalia,Patanjali Pushtahar Dalia                             500 g,"<b>Product Information</b>Patanjali Pushtahar Dalia is made from raw, broken coarse grain. It has a great taste and can be made into various dishes depending upon your choice. Patanjali Pushtahar Dalia is good nutritious and contains high fibre.
<b>Benefits</b>It boost the efficiency of the digestive system and maintain ideal level of glucose.Pearl millets contains phytochemicals that help to lower the cholesterol.It is ideal for diabetic and Cholesterol patients .Carom and thymol seed have anti bacterial and anti fungal properties, helpful in acidity constipation and diarrhea.It also contains sesame seed excellent source of Minerals and Vitamin (Ca, Mg, Fe, P, Vitamin -B1, Zn, Mb, Selenium) and dietary fiber .Moong, Sesame seed have cholesterol lowering effect and prevent high blood pressure.It has omega-6 fatty acids anti oxidants, Flavonoids.
<b>Ingredients</b>Wheat (24.10%), Moong dal (24.04%), Pearl millet (24.04%), Rice (24.04%), White sesame Seeds (2.32%) and Ajowan (1.47%)
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-food-products,FALSE,,[],Size,500 g,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/1688714942ce9c2482a8.jpeg,1,Patanjali Pushtahar Dalia                             500 g,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870372','1000010688583270',patanjali-gluten-free-atta,Patanjali Gluten Free Atta                              1 kg,"<b>Product Information</b>
<b>Benefits</b>Pure, Gluten free.Multi grain atta.
<b>Ingredients</b>Jawar, Maize, Bengal gram, Ragi, Bajra, Oats
<b>How to use</b>
<b>Other Product Info</b>Best before four months from manufacturing date.",Patanjali,,natural-food-products,FALSE,,[],Size,1 kg,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/16887151936787868ffe.jpeg,1,Patanjali Gluten Free Atta                              1 kg,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870373','1000010688583272',patanjali-lauki-amla-juice,Patanjali Lauki Amla Juice                             1 ltr,"<b>Product Information</b>Patanjali Lauki Amla Juice is made from fresh and quality tested natural extracts of Lauki and Amla. It is a storehouse of minerals like calcium, iron, magnesium, phosphorus, potassium, sodium and zinc. It is also low in fat and cholesterol, which makes it an ideal health drink. It contains vitamins C, vitamin B1, thiamine, B2 riboflavin, B3 niacin, B6 and vitamin A.
<b>Benefits</b>1. Patanjali Lauki Amla Juice is used for Diabetes, Jaundice, Ulcer, Piles, Colitis, Hypertension and other conditions. 2. It contains Vitamins C, Vitamin B1 Thiamine, B2 Riboflavin, B3 Niacin,B6 and  Vitamin  A.3. Patanjali Lauki Amla Juice is  used  for the treatment, control prevention, & improvement of the following diseases, conditions and symptoms: like Cardiovascular disorders, Fungal infections, Urinary tract infections, Microbial infections, Oxidative stress, Constipation, Diarrhea.4. Pain, Skin and wound infections, Typhoid fever, Cholera, Tuberculosis, Gonorrhea acne, Neurodegenerative disorders.
<b>Ingredients</b>Composition: Each 10 ml contains:Lauki (lagenaria siceraria (molina) standl.) 4.95 ml,Amla fruit (emblica officinalis gaertn.) 5.00 ml,Excipients:  (As per I.P.) Citric acid,Potassium Sorbate,Flavor (ml) : (As per P.F.A) Tulsi- 0.004 & Mint - 0.01
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-health-care,FALSE,,[],Size,1 ltr,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/168871485401a5d97620.jpeg,1,Patanjali Lauki Amla Juice                             1 ltr,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870374','1000010688583271',patanjali-ashvashila-capsule,Patanjali Ashvashila Capsule                             11 g,"<b>Product Information</b>
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-health-care,FALSE,,[],Size,11 g,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/1688714854b75e6d1310.jpeg,1,Patanjali Ashvashila Capsule                             11 g,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870375','1000010688583274',patanjali-tulsi-basil-immunity-drink,Patanjali Tulsi (Basil) Immunity Drink                              200 ml,"<b>Product Information</b>Patanjali Tulsi Basil Immunity Drink an ayurvedic medicine. Tulsi is extremely beneficial for humans from warding off some of the most common ailments, strengthening immunity, fighting bacterial & viral infections to combating and treating various hair and skin disorders.
<b>Benefits</b>Potent anti-oxidant.Helps to improves body immunity.Basil known for cure cough and throat infection.Rehydrate your body.Tasty & refreshing.
<b>Ingredients</b>WaterSugarBasil SeedsGelling AgentCitric AcidTrisodium CitrateSodium BenzoatePotassium SorbetColourAscorbic AcidFlavour  
<b>How to use</b>
<b>Other Product Info</b>Best before 180 days from manufacturing date.",Patanjali,,natural-health-care,FALSE,,[],Size,200 ml,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/16887148533b08891cef.jpeg,1,Patanjali Tulsi (Basil) Immunity Drink                              200 ml,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000475870376','1000010688583278',patanjali-amla-murabba,Patanjali Amla Murabba                             1 kg,"<b>Product Information</b>Patanjali Amla Murabba is made including the contribution of sweet of Amla. It is also a rich source of vitamin C. Patanjali Amla Murabba has been blended with ingredients like Amla (Indian Gooseberry) and sugar. They are absolutely amazing and good to get the clutch of our taste. The benefits of in taking Amla Murabba is good for curing many diseases.
<b>Benefits</b>Amla is a good source of vitamin c, iron and minerals. Amla murabba is useful in intestinal problem, constipation & gastric discomfort.It has got a high amount of anti-oxidant.Helps to build up resistance against respiratory tract diseases like cough, cold etc.Amla also cures acidity, indigestion and skin disorder.Helps to improve the immune system of the body.Helpful in common weakness.
<b>Ingredients</b>Amla Fruit Green (Emblica Officinalis Gaertn)SugarPreservative - Sodium Benzoate 0.01%
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,natural-food-products,FALSE,,[],Size,1 kg,,,,,,0,,,continue,manual,0,0,true,TRUE,,https://img.btdmp.com/10433/10433196/products/origin/16887155220f1013002f.jpeg,1,Patanjali Amla Murabba                             1 kg,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
