url,Tags,lastbreadcrumb,heading,cleaned-heading,product-information,variants,product-image
https://www.patanjaliayurved.net/product/ayurvedic-medicine/kwath/divya-totala-kwath/193,"ayurvedic-medicine,kwath",Divya Totala Kwath,Divya Totala Kwath                             100 g,Divya Totala Kwath,"<b>Product Information</b>
Beneficial in hepatitis, jaundice and liver related ailments. A mix of ancient formulae, with specific qualities. If the taste of any kwath is acerbic, then, mix honey or any other sweet item if you are not diabetic. Be alert that honey shall be mixed, when decoction is cool and not hot.
<b>Benefits </b>
Patanjali divya totla kwath is an ayurvedic medicine that is primarily used for the treatment of jaundice, cough, rheumatic disorder. 
<b>Ingredients </b>
Sayonak (Oroxylum indicum) 
<b>How to use </b>
Tasty and effective kwath decoction. Mix 5-10 grams of kwath in around 400 ml water and boil it, till residue is 100 ml Filter it and take empty stomach in the morning, one hour before dinner or before going to sleep. If you are unable to take this decoction in more quantity, boil for a longer period and with less water content, filter it. Or as directed by the physician. 
<b>Other Product Info </b>
Best before-24 months from manufacturing date.",100 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688728035Totalakwath(1).png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688728035Totalakwath(2).png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Totalakwath(3)_1688728035.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Totalakwath(4)_1688728035.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Totalakwath(5)_1688728035.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/kwath/divya-phal-ghrit/137,"ayurvedic-medicine,kwath",Divya Phal Ghrit,Divya Phal Ghrit                             200 g,Divya Phal Ghrit,"<b>Product Information</b>
Phal Ghrit is a natural herbal which is specially developed to treat disorders in pregnancy. This herb is combination of some natural herbs which are safe in use and creates no side effects in body. Regular use of this medicine boost your immunity and works as natural fertility booster.
<b>Benefits </b>
Useful in balaroga, balagraha, sukravikara, yonivvikara, vandhyatva, garbhiniroga, karsya, Uterine disorders, Habitual Abortion etc. 
<b>Ingredients </b>
Godugha, Goghtita,(Rubia cordifolia), Haritaki (Teminalia chebula), etc. 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before-24 months from manufacturing date.",200 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688377185Phalghrita1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688377185Phalghrita2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Phalghrita3_1688377185.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Phalghrita4_1688377185.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/kwath/divya-arjun-kwath/11,"ayurvedic-medicine,kwath",Divya Arjun Kwath,Divya Arjun Kwath                             100 g,Divya Arjun Kwath,"<b>Product Information</b>
Arjun kwath is made from extracts of the arjun bark. It has multifarious benefits and has been used in ayurvedic decoctions since time immemorial. Arjun kwath is a very effective cure for all heart-related ailments. It fortifies the organ, strengthens heart muscles, prevents accumulation of plaque, prevents hypertension, controls heart rate, etc. Arjun kwath is known to be very effective post heart surgery also. It is a completely natural product and has no side effects. Get a healthy heart with arjun kwath. Feel the healing touch of nature's goodness in ayurvedic medicine.
<b>Benefits </b>
Useful in all types of
heart diseases. 
<b>Ingredients </b>
Arjuna chal
(Terminalia arjuna) 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before-24 months from manufacturing date.",100 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688377714ArjunKwath100g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688377714ArjunKwath100g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/ArjunKwath100g3_1688377714.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/ArjunKwath100g5_1688377714.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/kwath/divya-giloy-kwath/45,"ayurvedic-medicine,kwath",Divya Giloy Kwath,Divya Giloy Kwath                             200 g,Divya Giloy Kwath,"<b>Product Information</b>
Divya Giloy Kwath brings to you the goodness of giloy which has very effective
and multifarious medicinal properties. Giloy cures fevers from viral infections
(dengue, chikungunya, etc.) and helps you recover holistically. Giloy cures cold
and weakness due to low platelet count. It detoxifies your system and gives you
glowing skin. Giloy also boosts your immunity and keeps diseases at bay.
<b>Benefits </b>
Useful in fever,
cough, skin
disorders, low
platelet count,
dengue,
chikungunya,
malaria, etc. 
<b>Ingredients </b>
Giloy
(Tinosporacordifolia) 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before-24 months from manufacturing date.",200 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688377603GiloyKwath200g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688377603GiloyKwath200g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/GiloyKwath200g3_1688377603.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/GiloyKwath200g4_1688377603.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/GiloyKwath200g5_1688377603.png"
https://www.patanjaliayurved.net/product/natural-food-products/salt/patanjali-iodized-namak/916,"natural-food-products,salt",Patanjali Iodized Namak,Patanjali Iodized Namak                             1 kg,Patanjali Iodized Namak,"<b>Product Information</b>
Patanjali salt has been supplying the highest quality salts available to satisfied salt consumers since 2006. We believe in purity of product. Patanjali salt works on unique selection of premium and natural sea salts. Patanjali iodised salt enhances the taste in the food and it is widely used in the preparation of every cuisine for a flavour and delightfulness.
<b>Benefits </b>
High on Iron and Iodine, the salt helps in the physical and mental growth. Prevention of Iodine deficiency disorders. Iodine is required for normal growth, thyroid and brain function. Salt can also be used in the food preservation and when gargled with the warm water, it is known to be the best medicine to cure the sore throat. 
<b>Ingredients </b>
Edible Common Salt; Permited Anti-Caking Agent Potassium Iodate; Crystal Modifier 
<b>How to use </b>
According to taste. 
<b>Other Product Info </b>
Best before-24 months from manufacturing date.",1 kg,"https://www.patanjaliayurved.net/assets/product_images/400x500/1689329495PatanjaliSalt1kg1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1689329495PatanjaliSalt1kg2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/PatanjaliSalt1kg3_1689329495.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/PatanjaliSalt1kg4_1689329495.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/PatanjaliSalt1kg5_1689329495.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/PatanjaliSalt1kg6_1689329495.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/PatanjaliSalt1kg7_1689329495.png"
https://www.patanjaliayurved.net/product/natural-food-products/salt/patanjali-sendha-namak/1780,"natural-food-products,salt",Patanjali Sendha Namak,Patanjali Sendha Namak                             1 kg,Patanjali Sendha Namak,"<b>Product Information</b>
Patanjali rock salt has lesser sodium compared to other edible common salt, making it a healthier salt. Rich in natural trace minerals like calcium, magnesium and pottassium . It provides necessary nourhment for you and you family. Chefs world over recommend natural rock salt, because it enhances the flavour of your food. The crushed granules of this salt gives you burst of flavour in every meal.
<b>Benefits </b>
It improves digestion. Boosts metabolism. Stabilizes blood pressure. Boosts immunity. Treats sinus. 
<b>Ingredients </b>
Pink Rock Salt (Sendha Namak) 
<b>How to use </b>
Add according to taste. 
<b>Other Product Info </b>
Best before 12 months from manufacturing date.","1 kg, 100 g, 200 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1689328950Rocksalt1kg(1).png,https://www.patanjaliayurved.net/assets/product_images/400x300/1689328950Rocksalt1kg(2).png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Rocksalt1kg(1)-Copy_1689328950.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Rocksalt1kg(3)_1689328950.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Rocksalt1kg(4)_1689328950.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Rocksalt1kg(5)_1689328950.png"
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-raisins-black-kishmish-kali/3518,"natural-food-products,dried-fruits-nuts",Patanjali Raisins Black (Kishmish Kali),Patanjali Raisins Black (Kishmish Kali)                             250 g,Patanjali Raisins Black (Kishmish Kali),"<b>Product Information</b>
Black raisins or kali kishmish, as it is known in India. The black raisins are generally used for many Indian deserts and rice dishes and kormas. Many Indian cooks prefer to use the golden raisins for some Indian sweets. They make a great low calorie snack and 2 tablespoons of black raisins can be used as one fruit serving. Black raisins have a very sugary taste and a juicy flavour. But more than satisfying your sweet tooth, it has immense health benefits. Include a handful of black raisins in our everyday breakfast for faster results.
<b>Benefits </b>
Black raisins helps to keep bones strong . Black raisins are also consumed to increase blood in the body. Black raisins have a very sugary taste and a juicy flavour. 
<b>Ingredients </b>
Raisins Black 
<b>Other Product Info </b>
Best before 6 months from the date of packaging.",250 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690018789RAISINBLACK250g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690018789RAISINBLACK250g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/RAISINBLACK250g3_1690018789.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/RAISINBLACK250g4_1690018789.png"
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-raisins-kishmish/3519,"natural-food-products,dried-fruits-nuts",Patanjali Raisins (Kishmish),Patanjali Raisins (Kishmish)                             250 g,Patanjali Raisins (Kishmish),"<b>Product Information</b>
Raisin or kishmish, as it is known in India, are the sweet grapes that are dehydrated and shriveled up. Before medieval times, raisins and honey were the top choices for sweeteners. There are different types of raisins either golden or brown. Besides, they make for a quick and simple snack, that can be consumed at any part of the day.
<b>Benefits </b>
Raisins helps to keep bones strong . Raisins are also consumed to increase blood in the body. 
<b>Ingredients </b>
Kishmish 
<b>Other Product Info </b>
Best before 6 months from the date of packaging.",250 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690018721Raisin250g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690018721Raisin250g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Raisin250g3_1690018721.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Raisin250g4_1690018721.png"
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-cashew-kaju/3517,"natural-food-products,dried-fruits-nuts",Patanjali Cashew (Kaju),Patanjali Cashew (Kaju)                             250 g,Patanjali Cashew (Kaju),"<b>Product Information</b>
Cashew or kaju as it is known in India, is a plant originating from Brazil, is a nut high in mineral brought to India by traders, the cashew tree grows up to exceptional heights having a rather irregular trunk. hanging from the branches are large juicy apples at the bottom of which are attached the cashew nut. made available round the year, the nut has a great shelf life if stored properly.
<b>Benefits </b>
Cashew is high in protein which makes bones strong. The mono saturated fat present in cashew keeps the heart healthy and reduces the risk of heart diseases. A good source of magnesium and calcium. It is helpful in getting rid of the problem of bones and osteoporosis. 
<b>Ingredients </b>
Cashew ( Kaju) 
<b>Other Product Info </b>
Best before 6 months from the date of packaging.",250 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690019501Cashew250g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690019501Cashew250g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Cashew250g3_1690019501.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Cashew250g4_1690019501.png"
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-fig-anjeer/3520,"natural-food-products,dried-fruits-nuts",Patanjali Fig (Anjeer),Patanjali Fig (Anjeer)                             250 g,Patanjali Fig (Anjeer),"<b>Product Information</b>
Fig or anjeer as it is known in India is a small pear or bell-shaped flowering plant that belongs to the mulberry family and scientifically termed as ficus carcia. Figs are low on calories but immensely rich in essential nutrients and a host of plant compounds that contribute to healing health benefits. Figs are a powerhouse of antioxidant flavonoids which include carotenes, lutein, tannins, chlorogenic acids and vitamins A, E and K etc.
<b>Benefits </b>
Figs contain nutrients from minerals like zinc, manganese, magnesium, iron. It maintains sugar level and prevents constipation. Figs  helps in weight loss and enhances heart health. Keeps healthy bones. 
<b>Ingredients </b>
Fig (Anjeer) 
<b>Other Product Info </b>
Best before 6 month from the date of packaging.",250 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690018629Anjeer-250g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690018629Anjeer-250g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Anjeer-250g3_1690018629.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Anjeer-250g4_1690018629.png"
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-munakka-raisin/3515,"natural-food-products,dried-fruits-nuts",Patanjali Munakka Raisin,Patanjali Munakka Raisin                              250 g,Patanjali Munakka Raisin,"<b>Product Information</b>
Munakka raisins is basically a variety of dehydrated or dried grapes. It is treated as extremely healthy in traditional medicine. It is cooling in nature and very sweet in taste.
<b>Benefits </b>
Munakka removes the problem related to teeth. It contains phytochemical. Get rid of constipation. Helpful in reducing weight. 
<b>Ingredients </b>
Munakka Raisin 
<b>Other Product Info </b>
Best before 6 month from the date of manufacturing.",250 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690019671MunakkaRaisin250g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690019671MunakkaRaisin250g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MunakkaRaisin250g3_1690019671.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MunakkaRaisin250g4_1690019671.png"
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-almond-badam/3532,"natural-food-products,dried-fruits-nuts",Patanjali Almond (Badam),Patanjali Almond (Badam)                             250 g,Patanjali Almond (Badam),"<b>Product Information</b>
The almond or badam as it is known in India, is the edible kernel of the fruit of the sweet almond tree. It is a bright white fruit and wrapped in a reddish brown cover. It is mostly consumed as dry fruit in India. The almonds that we normally consume as dry fruit are those of the sweet almond tree. Almond is a dry fruit that supplies phosphorus, calcium, and other minerals which  are important for health, like iron etc., almonds can be enjoyed anytime.
<b>Benefits </b>
Almonds contain high levels of fiber which helps in digestion process. This will remove the problem of constipation. There will be no problems like acidity and bloating in the stomach. 
<b>Ingredients </b>
Almond 
<b>Other Product Info </b>
Best before 180 days from date of manufacturing.",250 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/16900183241.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690018324b.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/info_1690018324.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/mfg_1690018324.png"
https://www.patanjaliayurved.net/product/natural-food-products/salt/patanjali-kala-namak/1779,"natural-food-products,salt",Patanjali Kala Namak,Patanjali Kala Namak                             100 g,Patanjali Kala Namak,"<b>Product Information</b>
Patanjali black salt boost flavour of foods. Sprinkle it on chaat, raita, salad and more to get chatpata and unforgatable. Black salt, also known as himalayan black salt, indian black salt or kala namak, is manufactured in the regions surrounding the himalayas. It contains, in addition to sodium chloride (the key chemical compound of salt), traces of sulphur compounds naturally found in the himalayan mountains.
<b>Benefits </b>
Black salt has antioxidant properties and has surprisingly low sodium levels. It also contains important minerals like iron, calcium, and magnesium, which are essential to healthy bodies. Black salt stimulates bile production in the liver, and helps control heartburn and bloating. 
<b>Ingredients </b>
Black Salt (Kala Namak) 
<b>How to use </b>
Add according to taste. 
<b>Other Product Info </b>
Best before 2 years from manufacturing date.","100 g, 1 kg, 200 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1690182716blacksalt100g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690182716blacksalt100g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/blacksalt100g3_1690182716.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/blacksalt100g4_1690182716.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/blacksalt100g5_1690182716.png"
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-makhana/3412,"natural-food-products,dried-fruits-nuts",Patanjali Makhana,Patanjali Makhana                              250 g,Patanjali Makhana,"<b>Product Information</b>
Makhanas are commonly consumed when fasting, due to its strong nutritional value. Commonly known as lotus seeds or fox nuts, also used as an ingredient in several foods or sweet dishes of the Indian cuisine. Makhanas are low in cholesterol, sodium and saturated fats and are good for your heart.
<b>Benefits </b>
Improves heart health. Strengthen your bones. Promotes weight loss. Helps in controlling blood sugar levels. Good for digestion. Anti-ageing. 
<b>Ingredients </b>
fox nuts 
<b>Other Product Info </b>
Best before 10 months from the date of manufacturing.",250 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690178382MakhanaPack250g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690178382MakhanaPack250g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MakhanaPack250g3_1690178382.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MakhanaPack250g4_1690178382.png"
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-walnut-kernels/3516,"natural-food-products,dried-fruits-nuts",Patanjali Walnut Kernels,Patanjali Walnut Kernels                              250 g,Patanjali Walnut Kernels,"<b>Product Information</b>
Walnuts are deliciously healthy and great for snacking, baking or cooking. These walnuts are mainly grown in California and northern India. Eating raw walnut is one the easiest things to do, to improve your health.
<b>Benefits </b>
Walnuts lowers the risk of diabetes. Walnuts makes digestion better. Eat walnuts for bone strength. Effective in relieving stress. Walnuts keep you fit by losing weight. 
<b>Ingredients </b>
Walnut Kernels 
<b>Other Product Info </b>
Best before 6 months from the date of packaging.",250 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690019633WalnutKernel-250g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690019633WalnutKernel-250g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/WalnutKernel-250g3_1690019633.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/WalnutKernel-250g4_1690019633.png"
https://www.patanjaliayurved.net/product/natural-food-products/sugar/patanjali-food-combo-sona-masuri-rice-5kg-arhar-dal-1-kg-bura-1-kg-rs-40-off/3390,"natural-food-products,sugar",Patanjali Food Combo- Sona Masuri Rice 5kg+ Arhar dal 1 kg + Bura 1 kg - Rs 40 Off,Patanjali Food Combo- Sona Masuri Rice 5kg+ Arhar dal 1 kg + Bura 1 kg - Rs 40 Off                             7 kg,Patanjali Food Combo- Sona Masuri Rice 5kg+ Arhar dal 1 kg + Bura 1 kg - Rs 40 Off,"<b>Product Information</b>
Food Combo- Sona
  Masuri Rice 5kg+ Arhar dal 1 kg + Bura 1 kg *Get Rs 40 in your wallet
<b>Other Product Info </b>
Best before 720 days from manufacturing date.",7 kg,https://www.patanjaliayurved.net/assets/product_images/400x500/16896630721.png
https://www.patanjaliayurved.net/product/natural-food-products/sugar/combo-patanjali-bura-1-kg-pack-of-2-rs-8-off/3389,"natural-food-products,sugar",Combo- Patanjali Bura 1 kg (Pack of 2) - Rs 8 Off,Combo- Patanjali Bura 1 kg (Pack of 2) - Rs 8 Off                             2 kg,Combo- Patanjali Bura 1 kg (Pack of 2) - Rs 8 Off,"<b>Product Information</b>
Combo- Patanjali Bura 1 kg (Pack of 2) *Get Rs 8 in your Wallet
<b>Other Product Info </b>
Best before 270 days from manufacturing date.",2 kg,https://www.patanjaliayurved.net/assets/product_images/400x500/1689663094BuraPackof2.png
https://www.patanjaliayurved.net/product/natural-food-products/dried-fruits-nuts/patanjali-raw-peanuts/4115,"natural-food-products,dried-fruits-nuts",Patanjali Raw Peanuts,Patanjali Raw Peanuts                             500 g,Patanjali Raw Peanuts,"<b>Product Information</b>
The peanut, also known as the groundnut, is a crop grown mainly for its edible seeds. It is widely grown in the tropics and subtropics, important to both small and large commercial producers.
<b>Benefits </b>
Patanjali raw peanuts are high in quality. Help prevent heart disease by lowering cholesterol levels. They can also stop small blood clots from forming and reduce your risk of having a heart attack or stroke. Foods with a lot of protein can help you feel full with fewer calories. 
<b>Ingredients </b>
Raw Peanuts",500 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1689846794RawPeanuts-500g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1689846794RawPeanuts-500g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/RawPeanuts-500g3_1689846794.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/RawPeanuts-500g4_1689846794.png"
https://www.patanjaliayurved.net/product/natural-food-products/sugar/combo-sugar-5kg-cows-milk-powder-200-gm-rs-25-off/3368,"natural-food-products,sugar",Combo- Sugar 5Kg + Cow's Milk Powder 200 gm- Rs 25 Off,Combo- Sugar 5Kg + Cow's Milk Powder 200 gm- Rs 25 Off                             5.2 kg,Combo- Sugar 5Kg + Cow's Milk Powder 200 gm- Rs 25 Off,"<b>Product Information</b>
Patanjali Combo- Sugar 5Kg + Cow's
  Milk Powder 200 gm *Get Rs 25 in your Wallet
<b>Other Product Info </b>
Best before 720 days from manufacturing date.",5.2 kg,https://www.patanjaliayurved.net/assets/product_images/400x500/16896635181.png
https://www.patanjaliayurved.net/product/natural-food-products/sugar/patanjali-madhuram-sugar-jaggery-powder/823,"natural-food-products,sugar",Patanjali Madhuram Sugar (Jaggery Powder),Patanjali Madhuram Sugar (Jaggery Powder)                             1 kg,Patanjali Madhuram Sugar (Jaggery Powder),"<b>Product Information</b>
Madhuram is a pure, traditional whole sugar. It contains the natural goodness of minerals and vitamins inherently present in sugarcane juice. Madhuram is also very useful in health problems like - dry cough, cough with sputum, indigestion and constipation. Unlike as in white sugar, sulphur or any other chemical isn’t used in the manufacture of madhuram. Hence, madhuram is free from the toxic effects of sulfur or other chemicals.
<b>Benefits </b>
Prevents constipation. Boosts immunity. Detoxifies the liver. 
<b>Ingredients </b>
Jaggery. 
<b>How to use </b>
It can be used as a sweetening agent in the preparation of different traditional sweet. 
<b>Other Product Info </b>
Best before-12 months from manufacturing date.",1 kg,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690955638Madhuram1kg1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690955638Madhuram1kg2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MadhuramSugar1kg3_1689327931.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MadhuramSugar1kg4_1689327931.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MadhuramSugar1kg5_1689327931.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Madhuram1kg3_1690955638.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Madhuram1kg4_1690955638.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Madhuram1kg5_1690955638.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Madhuram1kg6_1690955638.png"
https://www.patanjaliayurved.net/product/natural-food-products/sugar/combo-madhuram-sugar-1kg-pack-of-2-rs-8-off/3367,"natural-food-products,sugar",Combo- Madhuram sugar 1kg (Pack of 2) - Rs 8 Off,Combo- Madhuram sugar 1kg (Pack of 2) - Rs 8 Off                             2 kg,Combo- Madhuram sugar 1kg (Pack of 2) - Rs 8 Off,"<b>Product Information</b>
Madhuram sugar 1kg (Pack of 2) *Get Rs 8 in your Wallet
<b>Other Product Info </b>
Best before 360 days from manufacturing date.",2 kg,https://www.patanjaliayurved.net/assets/product_images/400x500/1689315020madhuram.png
https://www.patanjaliayurved.net/product/natural-food-products/sugar/patanjali-bura-sugar/797,"natural-food-products,sugar",Patanjali Bura Sugar,Patanjali Bura Sugar                              1 kg,Patanjali Bura Sugar,"<b>Product Information</b>
Patanjali bura sugar processed from best quality of sugarcane and no chemicals are used during processing. Patanjali Bura sugar is prepared hygienically so that you can enjoy its good taste.
<b>Benefits </b>
Patanjali Bura Sugar processed from best quality of sugarcane. Patanjali Bura Sugar is prepared hygienically so that you can enjoy its good taste. It discourages intestinal gas from forming, and as a bonus, the outer layer of the peppercorn aids in the break-down of fat cells. 
<b>Ingredients </b>
Bura Sugar (Saccharum officinarum L.) 
<b>How to use </b>
Suggested Use: Milk, lassi, kheer, Sharbat, traditional mithai and in every recipe where white sugar is used. 
<b>Other Product Info </b>
Best before-9 months from manufacturing date.",1 kg,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690957520BuraSugar1Kg1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690957520BuraSugar1Kg2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/BuraSugar1kg3_1689328006.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/BuraSugar1kg4_1689328006.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/BuraSugar1kg5_1689328006.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/BuraSugar1Kg3_1690957520.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/BuraSugar1Kg4_1690957520.png"
https://www.patanjaliayurved.net/product/natural-food-products/sugar/patanjali-sugar/2639,"natural-food-products,sugar",Patanjali Sugar,Patanjali Sugar                             1 kg,Patanjali Sugar,"<b>Product Information</b>
Refined sugar 100% sulfur free it shall be white crystallized odorless sugar obtained by refining of plantation white sugar.
<b>Benefits </b>
Refined sugar is digested quickly, refined sugars are typically used to add sweetness to foods. 
<b>Ingredients </b>
Sugar 
<b>How to use </b>
Add according to taste for making sweet dishes. 
<b>Other Product Info </b>
Best before 720 days from manufacturing date.","1 kg, 5 kg","https://www.patanjaliayurved.net/assets/product_images/400x500/1690181438sugar1kg1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690181438sugar1kg2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/3_1689327895.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/4_1689327895.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/sugar1kg3_1690181438.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/sugar1kg4_1690181438.png"
https://www.patanjaliayurved.net/product/natural-food-products/sugar/patanjali-khand/3738,"natural-food-products,sugar",Patanjali Khand,Patanjali Khand                             1 kg,Patanjali Khand,"<b>Product Information</b>
Khand or khandsari sugar is basically brown sugar and it is less sweet than sugar rich in nutrients such as calcium, minerals, fiber, iron, vitamins, and magnesium.
<b>Benefits </b>
Khand is rich in nutrients such as calcium, minerals, fiber, iron, vitamins, and magnesium. Beneficial for digestion, having high fiber content which helps in the creation of stools in the bowels. 
<b>Ingredients </b>
khandsari sugar 
<b>How to use </b>
Add according to taste for making sweet dishes. 
<b>Other Product Info </b>
Best before 1 year from the date of manufacturing.",1 kg,"https://www.patanjaliayurved.net/assets/product_images/400x500/1690005617Khand1kg1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1690005617Khand1kg2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/1-Copy_1689327576.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/mfg_1689327576.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Khand1kg3_1690005617.png"
https://www.patanjaliayurved.net/product/natural-food-products/edible-oil/natural-coconut-oil-combo-virgin-coconut-oil-500ml-brown-basmati-rice-jar-1kg-rs-50-off/3374,"natural-food-products,edible-oil",Natural Coconut Oil Combo- Virgin Coconut Oil 500ml+ BROWN BASMATI RICE JAR  - 1kg - Rs 50 Off,Natural Coconut Oil Combo- Virgin Coconut Oil 500ml+ BROWN BASMATI RICE JAR  - 1kg - Rs 50 Off                             1500 g,Natural Coconut Oil Combo- Virgin Coconut Oil 500ml+ BROWN BASMATI RICE JAR  - 1kg - Rs 50 Off,"<b>Product Information</b>
Natural Coconut Oil
  Combo- Virgin Coconut Oil 500ml+ BROWN BASMATI RICE JAR  - 1kg *Get Rs 50 in your Wallet
<b>Other Product Info </b>
Best before 730 days from manufacturing date.",1500 g,https://www.patanjaliayurved.net/assets/product_images/400x500/16896632911.png
